DistOd;TypeObject;Object_Code;ObjectName;Object_Code_T;Marker;Length;Width;Depth_min;Depth_max;OrientTD;OrientBD;MPoint_Orient;MPoint_Dist;Type_Def;DistML;DistMR;DistStL;DistStR;LinkStL;LinkStR;LinkML;LinkMR;Comments;Latitude;Longtitude;Altitude;
297236;1;12;M29724;Гнутая секция;ЛОЖЬ;;;;;;;;;;;;;;;;;;вправо;;;
301164;4;0;PW30116;Продольный шов;ЛОЖЬ;;;;;12,09;;;;;;;;;;;;;;;;
303100;2;6;D303100;Технологический дефект;ЛОЖЬ;48;144;0;0;9,09;10,15;9,24;303140;1;;;;;;;;;ремонт дефекта;;;
306232;3;0;T30623;Изменение толщины стенки трубы;ЛОЖЬ;;;;100;;;;;;;;;;;;;;;;;
306844;0;0;W30684;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
307200;4;0;PW30720;Продольный шов;ЛОЖЬ;;;;;2,06;;;;;;;;;;;;;;;;
307580;2;7;D307580;Заводской дефект;ЛОЖЬ;32;85;0;0;1,15;1,54;1,33;307604;0;;;;;;;;;эквивалент потери металла 11%;;;
307852;0;0;W30785;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
308392;5;0;KT30839;Категория трубопровода;ЛОЖЬ;;;;2;;;;;;;;;;;;;;;;;
309888;4;0;PW30989;Продольный шов;ЛОЖЬ;;;;;7,24;;;;;;;;;;;;;;;;
311212;2;0;D311212;Коррозия;ЛОЖЬ;40;33;5;5;8,57;9,12;9,06;311220;1;;;;;;;;;;;;
311364;2;0;D311364;Коррозия;ЛОЖЬ;32;26;5;5;8,54;9,06;8,57;311388;1;;;;;;;;;;;;
311460;2;0;D311460;Коррозия;ЛОЖЬ;40;26;5;5;8,57;9,09;9,03;311468;1;;;;;;;;;;;;
311796;2;0;D311796;Коррозия;ЛОЖЬ;56;39;5;5;9;9,18;9,18;311820;1;;;;;;;;;;;;
312676;2;6;D312676;Технологический дефект;ЛОЖЬ;152;92;0;0;7,03;7,45;7,03;312708;0;;;;;;;;;эквивалент потери металла 12%;;;
312820;0;0;W31282;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
315056;4;0;PW31506;Продольный шов;ЛОЖЬ;;;;;10,18;;;;;;;;;;;;;;;;
316540;2;1;D316540;Мех. повреждение;ЛОЖЬ;112;26;8;8;8,39;8,51;8,45;316556;1;;;;;;;;;;;;
319772;2;0;D319772;Коррозия;ЛОЖЬ;16;26;7;7;2,18;2,3;2,21;319772;1;;;;;;;;;;;;
323536;2;6;D323536;Технологический дефект;ЛОЖЬ;208;72;0;0;9,24;9,57;9,45;323736;1;;;;;;;;;ремонт дефекта;;;
324120;0;0;W32412;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
327396;4;0;PW32740;Продольный шов;ЛОЖЬ;;;;;1,03;;;;;;;;;;;;;;;;
